Index,Software Name,Software Version,Software Category
colabfold,colabfold,1.5.2,Structural Biology
cryodrgn,cryoDRGN,1.1.0,Structural Biology
csd,CSD,2022,Structural Biology
dali,Dali,5.1,Structural Biology
deepab,deepab,1.2,Structural Biology
deepmedic,deepmedic,0.8.4,Structural Biology
deepmm,DeepMM,20220830,Structural Biology
dssp,DSSP,2.3.0,Structural Biology
esm,esm,2.0.0-74-g2b36991,Structural Biology
foldseek,foldseek,5-53465f0,Structural Biology
gautomatch,gautomatch,0.56_cuda-9.1,Structural Biology
lammps,lammps,29Oct20,Structural Biology
mdtraj,mdtraj,1.9.7,Structural Biology
model-angelo,model-angelo,1.0.9,Structural Biology
mustache,mustache,1.0.1,Structural Biology
naccess,naccess,2.1.1,Structural Biology
novactf,novactf,1.0,Structural Biology
omegafold,OmegaFold,1.1.0,Structural Biology
pf_refinement,pf_refinement,20Nov19,Structural Biology
phenix,Phenix,1.20.1-4487,Structural Biology
pydockrmsd,pydockrmsd,1.0.0,Structural Biology
pyem,pyem,230821,Structural Biology
pymol,PyMOL,2.6.0,Structural Biology
pyrosetta,PyRosetta,360.py3.10,Structural Biology
release,ReLeaSE,20220825,Structural Biology
rfdiffusion,RFdiffusion,1.1.0,Structural Biology
rosettafold,RoseTTAFold,1.1.0,Structural Biology
rosettafoldna,rosettafoldna,0.1,Structural Biology
schrodinger,Schrodinger,2023.1,Structural Biology
scipion,Scipion,3.0.12,Structural Biology
sidesplitter,sidesplitter,1.2,Structural Biology
subtom,subtom,1.1.6-32f731b,Structural Biology
vmd,vmd,1.9.3,Structural Biology
xplor-nih,Xplor-NIH,3.5,Structural Biology
zdock,ZDOCK,3.0.2,Structural Biology
bakta,bakta,1.8.1,Structural Biology
bionetgen,bionetgen,0.7.9,Structural Biology
cellphonedb,cellphonedb,3.1.0,Structural Biology
cytosig,CytoSig,0.1,Structural Biology
dyno,dyno,20220906,Structural Biology
eggnogmapper,eggNOGmapper,2.1.6,Structural Biology
gcn_cancer,GCN_Cancer,20221105,Structural Biology
gsea,gsea,4.3.2,Structural Biology
maker,MAKER,3.01.03,Structural Biology
neuron,Neuron,7.7,Structural Biology
robot,ROBOT,1.9.4,Structural Biology
scvelo,scvelo,0.2.3,Structural Biology
vdjtools,vdjtools,1.2.1,Structural Biology
apptainer,apptainer,1.1.6,Structural Biology
aria2,aria2,1.36.0,Structural Biology
asciinema,asciinema,2.2.0,Structural Biology
aspera,Aspera,3.7..4,Structural Biology
autoconf,autoconf,2.71,Structural Biology
aws,AWS,1.25.49,Structural Biology
azcopy,azcopy,10.11.0,Structural Biology
bakta,bakta,1.8.1,Structural Biology
bbcp,bbcp,15.02.03.01.1,Structural Biology
bgen,BGEN,20230420,Structural Biology
circos,circos,0.69-9,Structural Biology
coreutils,coreutils,9.1,Structural Biology
cpdf,cpdf,2.5.1,Structural Biology
cryolo,cryolo,1.9.2,Structural Biology
crypt4gh,crypt4gh,0.4.1,Structural Biology
datalad,datalad,0.13.0rc2,Structural Biology
datamash,datamash,1.7,Structural Biology
dnanexus,DNAnexus,0.352.1,Structural Biology
dxda,dxda,0.6.0,Structural Biology
edirect,EDirect,20.5.20230926,Structural Biology
editors,Editors,Unknown,Structural Biology
gdc-client,gdc-client,1.6.1,Structural Biology
gdrive,gdrive,2.1.0,Structural Biology
ghostscript,Ghostscript,9.22,Structural Biology
globus-timer-cli,globus-timer-cli,0.2.9,Structural Biology
gnuplot,gnuplot,5.4.0,Structural Biology
google-cloud-sdk,google-cloud-sdk,397.0.0,Structural Biology
grace,Grace,5.1.25,Structural Biology
graphviz,graphviz,2.40,Structural Biology
groff,groff,1.22.3,Structural Biology
h5utils,h5utils,1.13.1,Structural Biology
imagemagick,ImageMagick,7.1.0,Structural Biology
inkscape,inkscape,1.3,Structural Biology
jax,JAX,0.3.7,Structural Biology
jo,jo,1.6,Structural Biology
jq,jq,1.6,Structural Biology
jupyter,jupyter,5.0.0,Structural Biology
k8,k8,0.2.5,Structural Biology
kronatools,kronatools,2.8,Structural Biology
lbzip2,lbzip2,2.5,Structural Biology
longshot,longshot,0.4.5,Structural Biology
mc,mc,4.8.22,Structural Biology
megit,megit,0.4.0,Structural Biology
mysql,MySQL,8.0.34,Structural Biology
nda-tools,nda-tools,"0.2.12,0.2.16,0.2.25",Structural Biology
neovim,neovim,0.9.2,Structural Biology
netpbm,netpbm,10.86.33,Structural Biology
nvchecker,nvchecker,2.9,Structural Biology
openneuro_cli,OpenNeuro_cli,4.14.1,Structural Biology
parallel,parallel,20231022,Structural Biology
paraview,paraview,5.11.1,Structural Biology
patchelf,patchelf,0.17,Structural Biology
patric,patric,1.035,Structural Biology
pdf2svg,pdf2svg,0.2.3,Structural Biology
petsc,petsc,3.19.1,Structural Biology
pigz,pigz,2.7,Structural Biology
pilon,pilon,1.24,Structural Biology
postgresql,postgresql,15.2,Structural Biology
povray,POVRay,3.7,Structural Biology
pre-commit,pre-commit,3.5.0,Structural Biology
pyega3,pyega3,5.0.2,Structural Biology
qpdf,qpdf,1.11.1,Structural Biology
quarto,quarto,1.3.450,Structural Biology
rclone,rclone,1.62.2,Structural Biology
rdfind,rdfind,1.6.0,Structural Biology
rfmix,rfmix,2.0,Structural Biology
rstudio-server,rstudio-server,2023.06.0-421,Structural Biology
sb_cli,sb_cli,0.25.0,Structural Biology
screen,screen,4.9.1,Structural Biology
singularity,singularity,4.0.1,Structural Biology
snp-sites,snp-sites,2.4.1,Structural Biology
spark,spark,3.2.2,Structural Biology
sqlite,SQLite,3.38.5,Structural Biology
stow,stow,2.3.1,Structural Biology
swarm,swarm,23.2.1,Structural Biology
swig,swig,4.1.1,Structural Biology
synapseclient,synapseclient,3.1.1,Structural Biology
tex,Tex,2022,Structural Biology
texinfo,texinfo,6.8,Structural Biology
tmux,tmux,3.3a,Structural Biology
ukbb,UKBB,0.1,Structural Biology
vartrix,vartrix,1.1.22,Structural Biology
vcf2db,vcf2db,2020.09.14,Structural Biology
vim,vim,9.0,Structural Biology
visidata,visidata,2.11.1,Structural Biology
whatshap,whatshap,1.1,Structural Biology
wuzz,wuzz,0.5.0,Structural Biology
xclip,xclip,0.13,Structural Biology
xpdf,xpdf,4.04,Structural Biology
zstd,zstd,1.5.5,Structural Biology
bakta,bakta,1.8.1,Systems Biology
bionetgen,bionetgen,0.7.9,Systems Biology
cellphonedb,cellphonedb,3.1.0,Systems Biology
cytosig,CytoSig,0.1,Systems Biology
dyno,dyno,20220906,Systems Biology
eggnogmapper,eggNOGmapper,2.1.6,Systems Biology
gcn_cancer,GCN_Cancer,20221105,Systems Biology
gsea,gsea,4.3.2,Systems Biology
maker,MAKER,3.01.03,Systems Biology
neuron,Neuron,7.7,Systems Biology
robot,ROBOT,1.9.4,Systems Biology
scvelo,scvelo,0.2.3,Systems Biology
vdjtools,vdjtools,1.2.1,Systems Biology
apptainer,apptainer,1.1.6,Systems Biology
aria2,aria2,1.36.0,Systems Biology
asciinema,asciinema,2.2.0,Systems Biology
aspera,Aspera,3.7..4,Systems Biology
autoconf,autoconf,2.71,Systems Biology
aws,AWS,1.25.49,Systems Biology
azcopy,azcopy,10.11.0,Systems Biology
bakta,bakta,1.8.1,Systems Biology
bbcp,bbcp,15.02.03.01.1,Systems Biology
bgen,BGEN,20230420,Systems Biology
circos,circos,0.69-9,Systems Biology
coreutils,coreutils,9.1,Systems Biology
cpdf,cpdf,2.5.1,Systems Biology
cryolo,cryolo,1.9.2,Systems Biology
crypt4gh,crypt4gh,0.4.1,Systems Biology
datalad,datalad,0.13.0rc2,Systems Biology
datamash,datamash,1.7,Systems Biology
dnanexus,DNAnexus,0.352.1,Systems Biology
dxda,dxda,0.6.0,Systems Biology
edirect,EDirect,20.5.20230926,Systems Biology
editors,Editors,Unknown,Systems Biology
gdc-client,gdc-client,1.6.1,Systems Biology
gdrive,gdrive,2.1.0,Systems Biology
ghostscript,Ghostscript,9.22,Systems Biology
globus-timer-cli,globus-timer-cli,0.2.9,Systems Biology
gnuplot,gnuplot,5.4.0,Systems Biology
google-cloud-sdk,google-cloud-sdk,397.0.0,Systems Biology
grace,Grace,5.1.25,Systems Biology
graphviz,graphviz,2.40,Systems Biology
groff,groff,1.22.3,Systems Biology
h5utils,h5utils,1.13.1,Systems Biology
imagemagick,ImageMagick,7.1.0,Systems Biology
inkscape,inkscape,1.3,Systems Biology
jax,JAX,0.3.7,Systems Biology
jo,jo,1.6,Systems Biology
jq,jq,1.6,Systems Biology
jupyter,jupyter,5.0.0,Systems Biology
k8,k8,0.2.5,Systems Biology
kronatools,kronatools,2.8,Systems Biology
lbzip2,lbzip2,2.5,Systems Biology
longshot,longshot,0.4.5,Systems Biology
mc,mc,4.8.22,Systems Biology
megit,megit,0.4.0,Systems Biology
mysql,MySQL,8.0.34,Systems Biology
nda-tools,nda-tools,"0.2.12,0.2.16,0.2.25",Systems Biology
neovim,neovim,0.9.2,Systems Biology
netpbm,netpbm,10.86.33,Systems Biology
nvchecker,nvchecker,2.9,Systems Biology
openneuro_cli,OpenNeuro_cli,4.14.1,Systems Biology
parallel,parallel,20231022,Systems Biology
paraview,paraview,5.11.1,Systems Biology
patchelf,patchelf,0.17,Systems Biology
patric,patric,1.035,Systems Biology
pdf2svg,pdf2svg,0.2.3,Systems Biology
petsc,petsc,3.19.1,Systems Biology
pigz,pigz,2.7,Systems Biology
pilon,pilon,1.24,Systems Biology
postgresql,postgresql,15.2,Systems Biology
povray,POVRay,3.7,Systems Biology
pre-commit,pre-commit,3.5.0,Systems Biology
pyega3,pyega3,5.0.2,Systems Biology
qpdf,qpdf,1.11.1,Systems Biology
quarto,quarto,1.3.450,Systems Biology
rclone,rclone,1.62.2,Systems Biology
rdfind,rdfind,1.6.0,Systems Biology
rfmix,rfmix,2.0,Systems Biology
rstudio-server,rstudio-server,2023.06.0-421,Systems Biology
sb_cli,sb_cli,0.25.0,Systems Biology
screen,screen,4.9.1,Systems Biology
singularity,singularity,4.0.1,Systems Biology
snp-sites,snp-sites,2.4.1,Systems Biology
spark,spark,3.2.2,Systems Biology
sqlite,SQLite,3.38.5,Systems Biology
stow,stow,2.3.1,Systems Biology
swarm,swarm,23.2.1,Systems Biology
swig,swig,4.1.1,Systems Biology
synapseclient,synapseclient,3.1.1,Systems Biology
tex,Tex,2022,Systems Biology
texinfo,texinfo,6.8,Systems Biology
tmux,tmux,3.3a,Systems Biology
ukbb,UKBB,0.1,Systems Biology
vartrix,vartrix,1.1.22,Systems Biology
vcf2db,vcf2db,2020.09.14,Systems Biology
vim,vim,9.0,Systems Biology
visidata,visidata,2.11.1,Systems Biology
whatshap,whatshap,1.1,Systems Biology
wuzz,wuzz,0.5.0,Systems Biology
xclip,xclip,0.13,Systems Biology
xpdf,xpdf,4.04,Systems Biology
zstd,zstd,1.5.5,Systems Biology
apptainer,apptainer,1.1.6,Utilities
aria2,aria2,1.36.0,Utilities
asciinema,asciinema,2.2.0,Utilities
aspera,Aspera,3.7..4,Utilities
autoconf,autoconf,2.71,Utilities
aws,AWS,1.25.49,Utilities
azcopy,azcopy,10.11.0,Utilities
bakta,bakta,1.8.1,Utilities
bbcp,bbcp,15.02.03.01.1,Utilities
bgen,BGEN,20230420,Utilities
circos,circos,0.69-9,Utilities
coreutils,coreutils,9.1,Utilities
cpdf,cpdf,2.5.1,Utilities
cryolo,cryolo,1.9.2,Utilities
crypt4gh,crypt4gh,0.4.1,Utilities
datalad,datalad,0.13.0rc2,Utilities
datamash,datamash,1.7,Utilities
dnanexus,DNAnexus,0.352.1,Utilities
dxda,dxda,0.6.0,Utilities
edirect,EDirect,20.5.20230926,Utilities
editors,Editors,Unknown,Utilities
gdc-client,gdc-client,1.6.1,Utilities
gdrive,gdrive,2.1.0,Utilities
ghostscript,Ghostscript,9.22,Utilities
globus-timer-cli,globus-timer-cli,0.2.9,Utilities
gnuplot,gnuplot,5.4.0,Utilities
google-cloud-sdk,google-cloud-sdk,397.0.0,Utilities
grace,Grace,5.1.25,Utilities
graphviz,graphviz,2.40,Utilities
groff,groff,1.22.3,Utilities
h5utils,h5utils,1.13.1,Utilities
imagemagick,ImageMagick,7.1.0,Utilities
inkscape,inkscape,1.3,Utilities
jax,JAX,0.3.7,Utilities
jo,jo,1.6,Utilities
jq,jq,1.6,Utilities
jupyter,jupyter,5.0.0,Utilities
k8,k8,0.2.5,Utilities
kronatools,kronatools,2.8,Utilities
lbzip2,lbzip2,2.5,Utilities
longshot,longshot,0.4.5,Utilities
mc,mc,4.8.22,Utilities
megit,megit,0.4.0,Utilities
mysql,MySQL,8.0.34,Utilities
nda-tools,nda-tools,"0.2.12,0.2.16,0.2.25",Utilities
neovim,neovim,0.9.2,Utilities
netpbm,netpbm,10.86.33,Utilities
nvchecker,nvchecker,2.9,Utilities
openneuro_cli,OpenNeuro_cli,4.14.1,Utilities
parallel,parallel,20231022,Utilities
paraview,paraview,5.11.1,Utilities
patchelf,patchelf,0.17,Utilities
patric,patric,1.035,Utilities
pdf2svg,pdf2svg,0.2.3,Utilities
petsc,petsc,3.19.1,Utilities
pigz,pigz,2.7,Utilities
pilon,pilon,1.24,Utilities
postgresql,postgresql,15.2,Utilities
povray,POVRay,3.7,Utilities
pre-commit,pre-commit,3.5.0,Utilities
pyega3,pyega3,5.0.2,Utilities
qpdf,qpdf,1.11.1,Utilities
quarto,quarto,1.3.450,Utilities
rclone,rclone,1.62.2,Utilities
rdfind,rdfind,1.6.0,Utilities
rfmix,rfmix,2.0,Utilities
rstudio-server,rstudio-server,2023.06.0-421,Utilities
sb_cli,sb_cli,0.25.0,Utilities
screen,screen,4.9.1,Utilities
singularity,singularity,4.0.1,Utilities
snp-sites,snp-sites,2.4.1,Utilities
spark,spark,3.2.2,Utilities
sqlite,SQLite,3.38.5,Utilities
stow,stow,2.3.1,Utilities
swarm,swarm,23.2.1,Utilities
swig,swig,4.1.1,Utilities
synapseclient,synapseclient,3.1.1,Utilities
tex,Tex,2022,Utilities
texinfo,texinfo,6.8,Utilities
tmux,tmux,3.3a,Utilities
ukbb,UKBB,0.1,Utilities
vartrix,vartrix,1.1.22,Utilities
vcf2db,vcf2db,2020.09.14,Utilities
vim,vim,9.0,Utilities
visidata,visidata,2.11.1,Utilities
whatshap,whatshap,1.1,Utilities
wuzz,wuzz,0.5.0,Utilities
xclip,xclip,0.13,Utilities
xpdf,xpdf,4.04,Utilities
zstd,zstd,1.5.5,Utilities
